order_id,user_id,product_id,quantity,order_date
83,184,95,3,2025-08-07
84,802,53,2,2025-07-03
85,274,21,1,2025-09-01
86,392,5,4,2025-05-04
87,228,26,4,2024-11-23
88,359,40,2,2025-06-21
89,229,4,2,2025-01-01
90,409,43,3,2025-03-17
91,886,9,3,2025-03-14
92,360,83,5,2025-02-13
93,410,87,5,2025-05-08
94,340,4,1,2024-10-25
95,899,34,2,2024-11-18
96,595,34,1,2025-03-19
97,112,77,4,2024-11-24
98,354,94,3,2024-12-07
99,447,78,5,2024-10-03
100,119,50,5,2025-03-31
101,195,33,1,2025-06-21
102,726,56,1,2025-03-27
103,533,69,2,2025-09-02
104,373,56,1,2025-09-08
105,972,86,3,2025-09-19
106,639,41,1,2025-02-12
107,738,39,5,2025-03-27
108,317,86,4,2025-05-21
109,335,52,3,2025-05-02
110,568,17,2,2025-02-25
111,431,86,4,2024-10-13
112,694,96,2,2025-09-01
113,631,73,3,2025-02-16
114,416,71,1,2025-04-24
115,312,37,2,2024-12-09
116,441,75,5,2025-03-07
117,671,42,4,2024-12-31
118,453,57,2,2025-08-29
119,524,61,2,2025-06-20
120,675,11,3,2025-04-03
121,528,85,5,2025-03-26
122,344,12,2,2025-06-07
123,689,40,2,2025-06-10
124,826,26,2,2025-05-25
125,26,6,2,2025-09-03
126,487,79,1,2025-06-25
127,467,54,5,2024-12-26
128,200,92,4,2024-10-11
129,507,52,2,2025-07-23
130,152,84,1,2025-05-17
131,915,97,1,2025-06-03
132,798,55,2,2025-06-11
133,181,90,5,2025-05-23
134,476,7,5,2025-01-02
135,256,16,4,2025-03-14
136,137,60,5,2025-06-05
137,573,77,3,2024-12-31
138,973,97,4,2025-05-07
139,628,93,5,2025-09-12
140,437,71,4,2025-08-02
141,919,21,4,2024-10-03
142,461,34,2,2025-07-08
143,861,82,3,2025-05-22
144,785,100,5,2025-08-30
145,497,81,2,2025-02-21
146,282,57,1,2025-05-01
147,731,37,2,2025-08-24
148,279,43,3,2025-04-06
149,915,70,1,2024-12-07
150,142,20,2,2025-03-02
151,393,89,2,2025-07-29
152,724,28,1,2024-12-30
153,425,53,3,2025-01-17
154,556,60,4,2025-09-18
155,64,27,4,2025-05-28
156,399,99,5,2025-02-16
157,969,90,1,2025-01-19
158,878,98,5,2025-02-26
159,390,62,1,2025-08-15
160,966,46,3,2025-06-22
161,772,50,4,2024-10-31
162,552,96,5,2025-05-19
163,820,78,2,2025-07-10
164,500,29,3,2025-02-02
165,447,63,1,2024-11-20
166,399,44,4,2025-06-30
167,742,22,4,2025-09-04
168,942,17,5,2025-02-21
169,547,4,4,2025-01-19
170,607,73,1,2025-09-25
171,86,83,4,2025-07-24
172,139,60,2,2024-09-29
173,52,34,4,2024-10-24
174,336,28,4,2025-06-10
175,335,44,4,2025-04-09
176,285,97,4,2025-05-26
177,259,11,4,2025-06-24
178,20,96,5,2024-11-30
179,54,45,2,2025-02-13
180,666,9,1,2025-06-13
181,773,4,2,2024-12-10
182,205,3,5,2024-12-04
183,157,31,2,2025-09-11
184,485,86,1,2025-03-12
185,578,28,4,2025-07-24
186,717,33,3,2024-12-05
187,172,78,5,2024-10-20
188,987,96,1,2024-12-04
189,797,21,3,2025-07-03
190,111,75,1,2025-01-01
191,952,40,5,2025-08-25
192,694,49,4,2025-02-25
193,965,92,2,2025-05-16
194,78,76,2,2025-05-15
195,105,90,3,2025-08-12
196,871,88,5,2024-11-28
197,825,16,5,2025-01-14
198,802,6,3,2025-02-14
199,546,55,3,2025-01-08
200,71,65,3,2025-02-01
201,13,54,4,2025-05-01
202,109,56,3,2025-03-22
203,651,59,2,2025-06-02
204,446,23,5,2024-11-04
205,989,84,3,2024-10-21
206,631,69,4,2025-07-01
207,477,56,5,2024-10-01
208,275,42,2,2025-04-30
209,851,12,3,2025-09-25
210,903,58,2,2024-11-03
211,769,60,5,2025-04-08
212,625,86,4,2024-10-01
213,345,4,4,2025-05-07
214,872,42,2,2025-09-25
215,500,28,3,2025-07-04
216,817,34,3,2025-09-05
217,287,77,3,2025-03-21
218,570,2,5,2025-01-30
219,971,25,1,2025-03-05
220,248,93,4,2025-02-11
221,501,72,2,2025-08-20
222,708,61,4,2025-09-29
223,459,3,1,2025-07-24
224,302,29,4,2025-09-08
225,709,32,3,2025-05-30
226,680,75,3,2025-02-14
227,485,71,5,2024-10-19
228,353,55,5,2025-02-06
229,339,46,4,2025-01-27
230,278,40,3,2024-11-04
231,237,16,2,2025-03-15
232,324,16,5,2025-06-11
233,974,98,2,2025-06-21
234,197,28,4,2025-08-19
235,284,93,5,2024-11-18
236,779,68,5,2025-05-07
237,290,13,2,2025-08-13
238,304,30,3,2025-01-09
239,184,39,1,2025-06-11
240,726,69,2,2025-07-24
241,281,6,1,2025-02-10
242,567,38,2,2025-05-13
243,654,97,4,2025-05-28
244,106,2,5,2025-03-21
245,292,61,4,2025-02-27
246,452,44,2,2024-12-06
247,989,7,3,2025-09-24
248,964,62,1,2025-09-14
249,842,9,4,2025-07-23
250,504,10,5,2024-10-05
251,645,88,1,2025-02-07
252,156,20,5,2024-10-15
253,972,39,1,2025-07-21
254,255,16,5,2025-01-26
255,783,54,5,2025-03-10
256,611,80,2,2025-05-09
257,795,67,4,2025-02-22
258,462,57,3,2025-05-11
259,881,76,4,2024-10-28
260,313,73,5,2025-03-04
261,62,79,1,2025-09-04
262,971,98,2,2025-09-04
263,641,28,3,2025-09-25
264,677,11,2,2025-08-08
265,246,23,5,2025-08-26
266,77,21,1,2025-06-24
267,419,58,5,2025-01-14
268,482,38,1,2024-12-09
269,238,37,3,2024-11-20
270,720,59,1,2025-04-07
271,704,30,3,2025-04-26
272,807,81,5,2025-08-08
273,678,26,4,2025-04-01
274,118,70,2,2024-11-14
275,664,20,3,2025-07-17
276,847,19,1,2025-01-17
277,62,22,3,2025-06-02
278,610,96,5,2025-04-17
279,944,37,4,2025-08-15
280,128,60,3,2024-11-29
281,717,52,3,2025-03-11
282,513,70,4,2024-11-10
283,449,11,5,2025-05-29
284,41,56,3,2024-12-26
285,619,33,1,2024-12-15
286,94,30,5,2025-07-01
287,602,3,3,2025-05-28
288,591,6,2,2024-10-31
289,482,67,4,2025-03-07
290,939,36,2,2025-06-17
291,600,56,4,2024-11-26
292,993,12,4,2025-09-04
293,357,53,3,2025-08-25
294,329,86,1,2025-07-06
295,879,21,3,2024-12-18
296,422,89,4,2025-01-01
297,296,85,4,2025-03-22
298,834,98,5,2025-08-23
299,38,59,1,2024-11-13
300,323,33,3,2024-11-17
301,119,99,4,2025-04-12
302,886,66,1,2025-06-21
303,674,70,4,2024-11-01
304,424,7,2,2025-06-09
305,531,47,5,2025-08-14
306,775,64,4,2025-09-05
307,779,7,2,2025-07-06
308,274,71,2,2025-05-06
309,950,37,4,2025-05-22
310,902,90,4,2025-02-13
311,125,4,5,2025-06-18
312,819,31,2,2025-06-25
313,319,71,1,2025-02-15
314,566,53,1,2025-05-22
315,231,15,4,2025-04-22
316,970,16,2,2025-08-08
317,511,92,3,2025-07-21
318,522,91,3,2024-12-19
319,426,62,4,2024-11-10
320,250,59,5,2024-10-31
321,149,50,2,2024-10-31
322,944,77,5,2025-06-27
323,765,18,1,2025-09-07
324,283,99,4,2025-06-28
325,349,65,3,2024-11-10
326,841,1,3,2025-02-10
327,744,39,5,2025-08-07
328,594,85,4,2025-09-13
329,887,20,4,2025-04-28
330,552,62,3,2024-09-29
331,341,71,5,2024-10-21
332,387,59,3,2025-04-13
333,891,25,2,2025-08-05
334,586,50,2,2025-09-22
335,877,100,4,2025-01-23
336,45,41,4,2025-02-09
337,723,49,4,2025-06-04
338,680,84,2,2025-07-17
339,508,5,2,2025-04-07
340,515,76,3,2025-05-07
341,891,13,4,2024-12-19
342,103,68,4,2025-02-20
343,16,93,2,2025-04-14
344,420,84,2,2025-03-16
345,77,61,3,2024-11-20
346,347,80,4,2025-09-09
347,666,11,3,2025-08-01
348,873,87,5,2025-03-30
349,390,41,4,2025-03-14
350,894,70,1,2025-05-07
351,633,9,2,2024-11-21
352,647,88,3,2025-05-30
353,233,96,1,2025-07-19
354,445,13,1,2025-06-13
355,455,22,3,2025-05-06
356,926,4,1,2025-01-20
357,333,8,3,2025-09-26
358,368,48,4,2024-11-13
359,150,32,5,2025-09-28
360,422,73,2,2025-06-14
361,175,23,1,2025-03-23
362,625,49,5,2025-07-29
363,700,31,4,2025-03-29
364,935,75,2,2025-06-13
365,238,60,3,2025-02-13
366,471,33,1,2025-09-23
367,921,60,3,2025-01-28
368,694,70,2,2025-07-29
369,76,57,3,2024-12-15
370,602,39,4,2025-06-24
371,707,33,4,2025-07-22
372,866,39,2,2025-06-12
373,394,62,1,2024-10-18
374,243,49,5,2025-08-11
375,368,74,3,2024-12-03
376,717,38,1,2025-03-26
377,850,85,4,2025-02-19
378,282,2,5,2025-09-24
379,886,88,1,2025-05-28
380,933,78,4,2025-08-05
381,853,37,2,2025-09-26
382,622,46,2,2025-04-17
383,652,25,5,2025-01-30
384,257,87,2,2025-06-04
385,644,13,1,2025-09-26
386,317,57,1,2025-07-03
387,594,47,2,2025-02-19
388,93,38,3,2025-04-10
389,766,54,2,2025-01-10
390,206,17,5,2025-06-10
391,898,47,5,2024-12-09
392,514,35,2,2025-08-08
393,264,62,3,2025-02-20
394,765,44,1,2024-11-15
395,480,10,2,2025-07-01
396,773,29,4,2025-04-29
397,991,72,3,2025-07-20
398,93,51,1,2025-08-06
399,271,69,1,2025-06-15
400,466,48,3,2025-03-15
401,599,49,3,2024-11-27
402,111,87,2,2024-11-18
403,483,4,5,2025-06-10
404,906,72,3,2025-01-13
405,938,79,2,2024-11-21
406,664,9,4,2024-12-17
407,932,90,3,2025-06-29
408,665,53,1,2025-06-25
409,144,6,1,2024-10-02
410,312,64,1,2025-06-21
411,100,31,5,2025-04-27
412,139,50,4,2025-06-04
413,380,86,5,2025-09-25
414,430,76,2,2024-11-22
415,907,54,1,2025-09-11
416,854,63,5,2025-03-04
417,418,36,1,2025-08-03
418,707,48,2,2025-09-02
419,455,57,2,2024-11-03
420,876,47,1,2025-09-20
421,703,48,5,2024-12-03
422,924,83,3,2024-10-18
423,63,51,3,2025-09-22
424,195,16,4,2025-05-24
425,94,85,2,2025-05-04
426,658,82,5,2025-09-18
427,995,3,1,2025-05-16
428,806,43,2,2025-02-23
429,129,73,2,2024-10-11
430,71,98,5,2024-12-26
431,213,76,2,2025-03-26
432,833,30,3,2025-06-07
433,793,19,5,2025-09-13
434,3,36,2,2025-05-25
435,134,70,3,2025-02-13
436,818,23,1,2025-06-09
437,677,4,2,2025-07-17
438,16,46,2,2025-05-28
439,603,42,1,2025-07-10
440,179,34,1,2025-08-11
441,130,95,4,2025-05-25
442,539,15,1,2025-01-07
443,488,58,3,2025-05-26
444,526,76,1,2025-02-10
445,463,65,2,2024-11-11
446,969,79,1,2024-10-29
447,745,85,5,2025-03-27
448,309,59,1,2025-05-31
449,63,62,4,2025-04-03
450,437,88,1,2024-10-07
451,503,92,4,2025-04-26
452,76,11,3,2025-04-26
453,623,19,1,2025-01-07
454,130,36,5,2025-06-28
455,649,75,5,2025-07-16
456,730,42,4,2024-12-04
457,612,68,3,2025-03-25
458,465,65,5,2025-05-22
459,441,13,1,2025-03-06
460,874,84,5,2025-04-26
461,739,28,4,2024-11-04
462,463,30,4,2024-10-22
463,348,59,4,2025-08-27
464,426,94,1,2025-07-17
465,321,55,3,2024-12-05
466,682,33,3,2025-07-23
467,977,20,4,2024-10-06
468,69,12,1,2025-04-20
469,96,56,1,2025-04-13
470,763,95,3,2025-07-23
471,832,17,5,2025-03-26
472,62,76,5,2025-04-06
473,576,43,1,2025-05-01
474,421,46,4,2025-06-17
475,889,93,1,2025-07-15
476,992,37,5,2024-11-13
477,320,46,1,2025-07-01
478,592,65,2,2025-09-17
479,159,85,4,2025-08-23
480,230,14,3,2024-12-04
481,866,72,3,2025-05-06
482,118,98,3,2024-12-03
483,588,29,4,2025-04-20
484,866,72,5,2025-07-18
485,629,87,5,2024-11-13
486,27,78,3,2024-11-15
487,30,24,3,2024-12-13
488,720,98,3,2024-11-27
489,944,44,3,2025-04-22
490,7,24,2,2025-08-06
491,580,85,4,2024-10-11
492,72,19,1,2025-09-22
493,94,96,5,2025-04-02
494,221,49,4,2025-02-09
495,465,44,2,2025-04-16
496,379,40,3,2025-03-02
497,796,73,5,2025-09-09
498,87,7,2,2024-09-29
499,162,97,5,2025-01-17
500,51,87,1,2025-09-10
501,279,57,4,2025-04-07
502,498,78,4,2025-07-12
503,425,35,2,2025-05-28
504,774,66,1,2025-03-10
505,354,56,1,2025-04-28
506,291,87,5,2025-06-10
507,499,68,3,2025-04-08
508,47,29,4,2025-09-24
509,614,8,1,2025-02-04
510,210,39,2,2025-04-13
511,786,18,3,2024-12-14
512,297,42,1,2024-11-04
513,8,64,4,2025-07-26
514,180,17,4,2024-12-24
515,546,91,2,2024-12-06
516,513,72,3,2025-01-16
517,74,51,1,2025-07-30
518,447,3,4,2025-09-14
519,944,10,3,2025-05-07
520,590,55,5,2024-12-17
521,415,91,4,2025-02-07
522,297,15,4,2024-11-15
523,22,42,2,2025-05-14
524,821,80,4,2024-10-26
525,852,89,3,2024-12-31
526,91,56,1,2025-02-15
527,250,56,5,2025-08-25
528,411,68,1,2025-02-22
529,406,40,3,2024-10-29
530,227,43,2,2024-12-31
531,79,66,1,2025-03-03
532,544,66,2,2025-06-10
533,928,100,3,2025-04-13
534,360,94,2,2024-10-24
535,242,14,2,2025-06-24
536,263,26,2,2025-09-28
537,617,20,1,2025-06-11
538,182,99,4,2024-12-08
539,476,97,5,2025-02-12
540,779,75,4,2025-05-27
541,698,73,5,2025-07-26
542,331,81,3,2025-05-08
543,155,57,1,2025-03-01
544,481,57,3,2024-11-24
545,816,36,5,2025-09-27
546,58,46,5,2025-03-06
547,76,40,4,2024-10-08
548,463,5,1,2025-05-07
549,378,37,1,2024-10-27
550,661,12,5,2024-11-13
551,609,65,4,2024-11-08
552,474,75,5,2025-04-17
553,978,95,1,2024-10-23
554,461,74,2,2025-05-21
555,330,78,4,2025-02-08
556,514,20,1,2025-01-29
557,462,14,3,2025-01-07
558,732,11,5,2025-08-13
559,662,23,1,2024-12-20
560,254,91,4,2024-10-02
561,450,68,5,2025-02-14
562,625,21,3,2025-09-18
563,382,37,4,2025-02-14
564,419,100,3,2024-11-06
565,696,77,1,2025-09-02
566,809,81,3,2024-12-02
567,68,43,1,2025-06-22
568,572,87,4,2025-01-19
569,291,33,5,2025-07-26
570,895,20,3,2025-03-27
571,84,75,2,2025-04-10
572,939,45,3,2025-06-12
573,991,84,4,2025-08-11
574,133,77,1,2025-04-18
575,318,72,4,2025-05-09
576,659,43,2,2025-08-23
577,687,90,5,2024-11-30
578,96,83,4,2025-09-10
579,521,47,1,2025-02-18
580,372,40,2,2025-02-02
581,974,28,3,2025-06-27
582,971,99,4,2025-09-18
583,197,29,2,2025-04-11
584,159,10,3,2025-05-04
585,865,13,5,2025-08-05
586,790,70,5,2025-03-22
587,39,85,3,2024-11-14
588,898,99,5,2024-10-02
589,135,77,4,2025-04-04
590,158,21,2,2024-11-24
591,852,89,5,2024-11-14
592,829,22,4,2025-02-14
593,45,53,3,2025-06-25
594,693,93,2,2024-10-18
595,993,57,5,2025-06-21
596,292,97,4,2025-09-20
597,240,69,2,2025-06-14
598,317,61,2,2024-12-29
599,377,87,5,2025-05-09
600,452,60,3,2025-06-14
601,797,49,5,2024-12-05
602,541,54,2,2025-09-24
603,837,26,5,2025-07-18
604,142,33,1,2025-03-31
605,657,62,3,2025-01-07
606,568,14,5,2025-03-04
607,872,16,3,2025-09-08
608,86,98,2,2025-08-17
609,280,58,5,2025-07-23
610,151,56,1,2025-01-18
611,970,29,4,2025-08-08
612,906,45,1,2025-09-10
613,425,7,4,2025-02-24
614,515,48,2,2025-01-21
615,396,11,3,2024-10-31
616,230,4,3,2024-10-28
617,954,13,3,2025-06-23
618,811,19,2,2025-09-09
619,40,37,4,2024-11-28
620,713,18,4,2024-10-20
621,460,79,1,2025-06-28
622,928,11,1,2025-04-19
623,263,28,2,2025-03-28
624,562,94,5,2025-08-15
625,541,55,1,2025-09-16
626,795,37,2,2025-03-03
627,309,16,1,2025-04-03
628,245,54,5,2025-06-23
629,469,9,1,2025-03-23
630,857,64,5,2025-04-05
631,549,3,5,2025-09-29
632,589,31,2,2025-08-20
633,299,55,1,2025-06-11
634,630,46,2,2025-02-24
635,585,54,2,2025-05-12
636,681,86,1,2025-08-28
637,537,47,1,2025-06-29
638,977,68,5,2025-06-17
639,520,65,5,2025-06-13
640,21,50,4,2025-06-30
641,45,82,4,2024-12-27
642,383,33,1,2025-06-26
643,366,9,3,2025-09-12
644,247,94,1,2025-07-27
645,791,75,3,2025-08-17
646,137,6,3,2025-04-10
647,560,44,2,2025-05-09
648,851,100,4,2025-05-09
649,713,62,2,2025-09-17
650,831,18,1,2025-06-02
651,734,100,4,2025-08-17
652,38,38,2,2025-04-08
653,45,26,1,2024-12-20
654,324,40,5,2024-10-26
655,408,70,4,2025-08-02
656,260,5,2,2025-04-05
657,293,46,1,2025-09-12
658,887,84,3,2025-03-02
659,280,16,3,2025-02-14
660,448,52,4,2025-02-12
661,917,50,3,2024-11-09
662,998,24,4,2025-08-29
663,709,64,3,2024-12-29
664,947,67,3,2025-04-14
665,821,11,4,2025-07-06
666,81,56,5,2024-11-11
667,843,24,5,2025-01-16
668,301,42,1,2025-01-14
669,82,42,3,2024-12-15
670,314,58,5,2025-06-26
671,735,55,2,2025-04-25
672,707,57,3,2024-12-17
673,458,6,3,2025-01-18
674,630,56,3,2025-09-05
675,655,8,1,2025-05-22
676,688,82,4,2025-07-28
677,373,66,2,2024-10-11
678,976,4,2,2025-03-17
679,870,78,4,2025-05-13
680,36,17,1,2025-03-26
681,242,100,3,2025-02-06
682,371,50,5,2025-05-12
683,34,78,2,2025-01-27
684,696,58,3,2025-02-05
685,381,57,1,2024-09-30
686,588,18,5,2025-08-20
687,376,51,3,2024-12-06
688,666,36,2,2025-02-05
689,984,15,1,2024-11-05
690,754,24,4,2025-03-28
691,531,50,5,2024-10-30
692,121,34,3,2025-04-05
693,721,58,2,2024-11-24
694,627,37,4,2024-11-13
695,205,16,2,2025-03-26
696,874,10,4,2024-11-24
697,177,92,4,2025-05-27
698,90,88,3,2024-12-20
699,684,45,1,2025-02-20
700,564,70,3,2025-01-16
701,913,39,2,2025-03-04
702,729,91,2,2024-12-04
703,813,47,5,2025-07-23
704,230,16,2,2024-11-07
705,812,18,2,2025-03-08
706,810,64,1,2025-08-02
707,370,71,5,2024-11-27
708,378,60,5,2025-02-05
709,133,79,1,2025-03-06
710,68,40,4,2025-02-07
711,735,93,4,2025-08-13
712,539,53,4,2024-12-10
713,844,74,1,2024-12-07
714,129,41,1,2024-10-13
715,461,60,5,2025-02-20
716,353,17,5,2025-06-28
717,656,76,2,2025-08-24
718,787,17,4,2024-11-26
719,515,8,1,2024-12-10
720,531,20,3,2025-03-23
721,169,21,3,2025-05-30
722,958,91,2,2025-01-04
723,355,67,3,2025-03-02
724,867,11,3,2025-04-18
725,202,82,5,2025-07-18
726,282,17,3,2025-06-17
727,630,69,1,2025-01-25
728,515,83,2,2025-07-05
729,607,75,2,2025-08-17
730,176,85,5,2025-03-31
731,738,78,3,2025-09-02
732,863,73,1,2025-08-03
733,846,4,1,2025-02-18
734,47,83,5,2024-11-08
735,272,84,2,2024-11-07
736,786,74,4,2024-10-06
737,633,82,1,2024-11-24
738,510,81,5,2025-03-31
739,297,83,3,2025-07-06
740,495,32,4,2024-12-24
741,305,59,1,2025-06-04
742,706,8,2,2025-02-01
743,451,54,4,2025-09-21
744,476,27,3,2025-06-25
745,622,19,3,2025-03-06
746,883,92,3,2025-01-12
747,752,45,4,2025-03-25
748,134,98,3,2025-07-04
749,528,72,1,2024-12-28
750,327,31,4,2024-11-23
751,126,35,4,2025-04-04
752,254,19,1,2024-12-29
753,52,38,4,2025-07-06
754,885,79,4,2025-08-11
755,255,21,3,2025-09-27
756,957,74,3,2024-12-28
757,195,98,2,2025-07-26
758,511,66,4,2024-12-10
759,511,40,4,2025-06-14
760,24,12,4,2025-07-22
761,518,59,2,2025-06-12
762,221,75,3,2025-03-31
763,50,7,3,2024-12-04
764,507,77,4,2025-09-27
765,293,69,1,2025-05-03
766,868,14,4,2025-05-19
767,138,34,3,2024-12-21
768,783,52,3,2024-11-16
769,47,52,1,2024-10-13
770,584,72,2,2025-09-26
771,372,71,3,2025-09-04
772,76,50,5,2025-03-04
773,462,98,5,2025-05-12
774,287,80,5,2024-11-01
775,122,17,1,2024-10-17
776,404,48,3,2025-02-25
777,572,47,2,2025-01-19
778,204,78,5,2025-05-18
779,412,65,1,2024-12-22
780,47,5,2,2025-01-30
781,731,43,4,2025-03-23
782,532,59,2,2025-04-03
783,621,66,2,2025-05-22
784,336,79,3,2025-01-18
785,167,51,5,2025-01-05
786,758,39,5,2025-01-09
787,345,65,5,2025-02-04
788,546,63,5,2025-03-01
789,307,61,1,2025-01-24
790,378,43,1,2024-10-16
791,427,75,3,2024-10-13
792,816,93,1,2024-10-18
793,612,61,3,2025-06-28
794,991,84,5,2024-12-15
795,592,30,1,2025-03-20
796,598,62,2,2025-08-27
797,537,81,5,2024-11-04
798,794,49,2,2024-12-05
799,842,88,2,2025-09-11
800,33,74,1,2025-02-09
801,196,3,4,2025-01-18
802,322,54,2,2024-11-03
803,423,89,2,2024-10-04
804,421,65,5,2025-04-18
805,943,61,1,2025-08-10
806,723,18,5,2025-01-28
807,213,72,3,2025-06-27
808,679,62,5,2025-02-08
809,386,41,2,2025-07-11
810,471,69,3,2025-04-10
811,560,46,3,2025-02-12
812,625,62,2,2025-05-24
813,981,32,3,2024-12-14
814,572,39,2,2025-02-16
815,965,39,3,2025-08-19
816,722,27,4,2024-11-15
817,325,62,3,2025-06-27
818,574,93,3,2024-11-12
819,295,16,5,2025-05-01
820,693,70,4,2025-08-28
821,918,51,3,2025-05-26
822,978,99,2,2024-12-07
823,298,6,3,2025-06-13
824,979,92,1,2025-09-02
825,355,57,3,2024-10-26
826,766,62,2,2025-04-17
827,207,69,3,2025-02-01
828,956,72,3,2025-06-21
829,141,14,5,2025-09-26
830,759,76,2,2024-12-11
831,249,7,5,2025-06-19
832,232,82,2,2024-10-15
833,54,13,4,2024-12-08
834,339,92,4,2025-04-18
835,103,88,2,2024-12-30
836,6,71,2,2025-08-16
837,417,84,4,2025-08-07
838,489,84,2,2025-08-26
839,775,37,3,2025-09-20
840,293,83,1,2025-08-22
841,930,99,1,2025-03-12
842,668,74,2,2025-06-18
843,548,95,1,2025-08-28
844,936,23,4,2024-10-23
845,904,23,1,2025-03-01
846,857,51,4,2025-09-04
847,191,96,3,2025-04-01
848,898,5,1,2024-10-07
849,306,73,5,2025-05-06
850,110,43,3,2025-06-10
851,466,83,5,2024-11-15
852,537,64,2,2024-10-15
853,872,65,4,2025-04-24
854,280,25,1,2025-07-16
855,339,21,4,2025-06-09
856,664,33,2,2025-06-27
857,15,95,3,2025-02-21
858,810,38,5,2025-06-06
859,691,97,2,2025-08-13
860,180,79,4,2025-09-19
861,847,55,5,2024-11-28
862,336,12,4,2025-06-30
863,686,13,2,2025-02-16
864,144,62,3,2025-07-11
865,959,32,1,2025-02-22
866,268,50,2,2025-01-06
867,458,97,3,2024-12-05
868,977,43,3,2024-11-26
869,597,93,5,2024-12-17
870,12,34,3,2025-06-11
871,710,31,1,2025-08-16
872,684,16,4,2025-07-15
873,315,21,4,2025-03-14
874,703,65,3,2025-06-15
875,707,16,3,2025-04-09
876,377,79,2,2025-01-18
877,225,18,4,2024-12-18
878,157,59,5,2025-06-15
879,383,54,5,2025-04-19
880,935,61,5,2024-11-30
881,822,86,2,2024-10-15
882,781,32,5,2024-12-25
883,895,11,5,2024-10-13
884,458,68,3,2024-11-22
885,80,73,1,2025-08-18
886,64,71,5,2025-09-03
887,208,74,5,2025-01-05
888,154,22,3,2025-07-15
889,875,67,4,2025-05-22
890,120,88,2,2024-12-29
891,735,75,4,2025-07-27
892,94,66,4,2025-04-12
893,829,8,4,2024-09-29
894,136,66,4,2025-02-03
895,468,73,1,2025-05-08
896,573,60,3,2025-02-11
897,741,3,4,2024-10-29
898,261,1,2,2025-06-14
899,593,10,1,2025-04-18
900,434,45,1,2025-06-20
901,555,8,1,2025-02-25
902,957,61,1,2025-05-10
903,294,53,2,2025-01-25
904,788,18,4,2024-10-19
905,384,49,4,2025-07-24
906,891,49,4,2025-07-27
907,83,88,5,2024-12-18
908,137,84,3,2025-09-17
909,122,23,5,2024-12-02
910,403,68,2,2025-09-19
911,746,29,1,2025-04-13
912,775,3,3,2025-09-22
913,475,87,5,2025-07-10
914,435,69,4,2025-07-11
915,844,30,2,2024-11-06
916,472,45,2,2025-06-28
917,283,25,1,2025-02-15
918,33,85,4,2025-05-26
919,630,99,1,2025-08-13
920,247,27,1,2025-05-19
921,104,77,1,2025-04-18
922,458,77,1,2025-07-24
923,251,95,1,2024-12-18
924,412,57,2,2025-01-05
925,553,28,1,2025-04-29
926,144,65,3,2025-07-21
927,240,94,5,2025-07-01
928,327,74,5,2024-11-24
929,792,87,3,2024-12-22
930,243,39,2,2025-06-21
